customerid,city,gender,senior_citizen,partner,dependents,tenure_months,contract,payment_method,monthly_charges,total_charges,churn_label,churn_score,churn_reason,churn_flag,avg_monthly_value,contract_risks,payment_risk,engagement_score,cltv,high_value
5175-AOBHI,Hamilton City,Female,No,No,No,4,Month-to-month,Mailed check,46,193.6,Yes,97,Lack of self-service on Website,1,48.4,2,0,25,184,0
5174-RNGBH,Live Oak,Female,No,No,No,9,Month-to-month,Mailed check,66.25,620.55,Yes,67,Network reliability,1,68.94999999999999,2,0,37.625,596.25,0
7270-BDIOA,Maxwell,Female,No,No,No,22,Month-to-month,Electronic check,90,1993.8,Yes,95,Limited range of services,1,90.62727272727273,2,1,56,1980,0
9565-JSNFM,Meadow Valley,Male,No,No,No,38,One year,Bank transfer (automatic),70.45,2597.6,Yes,82,Lack of affordable download/upload speed,1,68.3578947368421,1,0,54.225,2677.1,1
0607-DAAHE,Olivehurst,Male,No,No,No,53,Two year,Bank transfer (automatic),19.75,1052.35,Yes,66,Long distance charges,1,19.85566037735849,0,0,36.375,1046.75,0
9732-KPKBW,Oroville,Male,No,No,No,1,Month-to-month,Electronic check,53.95,53.95,Yes,90,Extra data charges,1,53.95,2,1,27.475,53.95,0
3389-YGYAI,Princeton,Female,Yes,No,No,8,Month-to-month,Electronic check,105.5,829.55,Yes,72,Price too high,1,103.69375,2,1,56.75,844,0
9560-ARGQJ,Quincy,Female,No,No,No,16,Month-to-month,Electronic check,81,1312.15,Yes,83,Product dissatisfaction,1,82.009375,2,1,48.5,1296,0
5134-IKDAY,Twain,Female,No,Yes,No,1,Month-to-month,Electronic check,69.8,69.8,Yes,96,Service dissatisfaction,1,69.8,2,1,35.4,69.8,0
4919-IKATY,Joshua Tree,Male,No,Yes,No,5,Month-to-month,Electronic check,84.5,453.75,Yes,98,Don't know,1,90.75,2,1,44.75,422.5,0
3070-DVEYC,Williams,Male,Yes,No,No,7,Month-to-month,Mailed check,73.75,545.15,Yes,84,Lack of self-service on Website,1,77.87857142857142,2,0,40.375,516.25,0
5707-ORNDZ,Yuba City,Male,Yes,No,No,9,Month-to-month,Electronic check,54.55,494.05,Yes,79,Network reliability,1,54.894444444444446,2,1,31.775,490.95,0
8696-JKZNU,Anderson,Female,Yes,No,No,37,Month-to-month,Electronic check,76.25,2841.55,Yes,100,Don't know,1,76.79864864864865,2,1,56.625,2821.25,1
2055-PDADH,Big Bend,Female,Yes,No,No,3,Month-to-month,Electronic check,70.4,204.7,Yes,67,Don't know,1,68.23333333333333,2,1,36.7,211.20000000000002,0
8714-EUHJO,Castella,Female,No,Yes,No,31,Month-to-month,Electronic check,91.15,2995.45,Yes,83,Poor expertise of online support,1,96.62741935483871,2,1,61.075,2825.65,1
3721-CNEYS,Douglas City,Female,No,No,No,2,Month-to-month,Electronic check,70.95,137.95,Yes,94,Poor expertise of phone support,1,68.975,2,1,36.475,141.9,0
2568-OIADY,Fort Jones,Female,No,Yes,No,37,Month-to-month,Electronic check,99.5,3762,Yes,92,Competitor had better devices,1,101.67567567567568,2,1,68.25,3681.5,1
1193-RTSLK,Happy Camp,Female,No,No,No,38,Month-to-month,Credit card (automatic),83.9,3233.6,Yes,82,Competitor offered higher download speeds,1,85.09473684210526,2,0,60.95,3188.2000000000003,1
2302-ANTDP,Hat Creek,Female,Yes,Yes,No,48,Month-to-month,Electronic check,117.45,5438.9,Yes,67,Competitor offered more data,1,113.31041666666665,2,1,82.725,5637.6,1
5923-GXUOC,Hayfork,Male,No,No,No,10,Month-to-month,Electronic check,104.4,1081.45,Yes,84,Competitor made better offer,1,108.14500000000001,2,1,57.2,1044,0
5233-GEEAX,Lewiston,Male,Yes,No,No,8,Month-to-month,Electronic check,29.4,221.9,Yes,85,Competitor had better devices,1,27.7375,2,1,18.7,235.2,0
4432-ADRLB,Montague,Male,No,No,No,2,Month-to-month,Mailed check,44.65,74.9,Yes,99,Competitor had better devices,1,37.45,2,0,23.325,89.3,0
8993-PHFWD,Old Station,Female,No,No,No,3,Month-to-month,Electronic check,25.25,58.9,Yes,76,Competitor offered higher download speeds,1,19.633333333333333,2,1,14.125,75.75,0
1565-RHDJD,Palo Cedro,Female,No,No,No,4,Month-to-month,Bank transfer (automatic),84.05,333.55,Yes,95,Competitor offered higher download speeds,1,83.3875,2,0,44.025,336.2,0
7137-RYLPP,Paskenta,Male,Yes,Yes,No,37,Month-to-month,Electronic check,85.7,3171.15,Yes,86,Competitor offered higher download speeds,1,85.70675675675676,2,1,61.35,3170.9,1
3765-JXVKY,Paynes Creek,Female,No,No,No,1,Month-to-month,Electronic check,74.7,74.7,Yes,75,Competitor offered more data,1,74.7,2,1,37.85,74.7,0
7330-WZLNC,Red Bluff,Female,No,No,No,5,Month-to-month,Electronic check,90.8,455.5,Yes,73,Competitor offered more data,1,91.1,2,1,47.9,454,0
8637-XJIVR,Marina Del Rey,Female,No,No,Yes,12,Month-to-month,Electronic check,78.95,927.35,Yes,86,Lack of self-service on Website,1,77.27916666666667,2,1,45.475,947.4000000000001,0
3957-LXOLK,Shingletown,Female,Yes,No,No,28,Month-to-month,Electronic check,106.15,3152.5,Yes,83,Competitor offered more data,1,112.58928571428571,2,1,67.075,2972.2000000000003,1
6635-MYYYZ,Trinity Center,Female,No,No,No,30,One year,Bank transfer (automatic),85.35,2530.4,Yes,73,Competitor made better offer,1,84.34666666666666,1,0,57.675,2560.5,1
5281-BUZGT,Weaverville,Male,Yes,No,No,36,Month-to-month,Electronic check,90.85,3186.7,Yes,92,Competitor made better offer,1,88.51944444444445,2,1,63.425,3270.6,1
5378-IKEEG,Eagleville,Female,No,No,No,1,Month-to-month,Electronic check,35.75,35.75,Yes,70,Price too high,1,35.75,2,1,18.375,35.75,0
7153-OANIO,Mendocino,Male,No,No,No,1,Month-to-month,Electronic check,69.95,69.95,Yes,79,Moved,1,69.95,2,1,35.475,69.95,0
2718-GAXQD,Lake City,Female,Yes,Yes,Yes,4,Month-to-month,Electronic check,46,181.6,Yes,92,Product dissatisfaction,1,45.4,2,1,25,184,0
6413-XKKPU,Sierra City,Male,No,Yes,No,17,Month-to-month,Electronic check,89.4,1539.45,Yes,96,Service dissatisfaction,1,90.55588235294118,2,1,53.2,1519.8000000000002,0
1449-XQEMT,Susanville,Male,No,No,No,3,Month-to-month,Mailed check,19.8,58.15,Yes,79,Lack of self-service on Website,1,19.383333333333333,2,0,11.4,59.400000000000006,0
2626-URJFX,Termo,Male,No,Yes,Yes,4,Month-to-month,Electronic check,50.9,225.6,Yes,69,Network reliability,1,56.4,2,1,27.45,203.6,0
2612-RRIDN,Westwood,Male,No,No,No,4,Month-to-month,Electronic check,81,340.85,Yes,88,Limited range of services,1,85.2125,2,1,42.5,324,0
4735-ASGMA,Carnelian Bay,Male,No,No,No,26,Month-to-month,Electronic check,98.35,2515.3,Yes,99,Lack of affordable download/upload speed,1,96.7423076923077,2,1,62.175,2557.1,1
3669-LVWZB,Tahoma,Male,No,No,No,5,Month-to-month,Mailed check,51,305.95,Yes,86,Long distance charges,1,61.19,2,0,28,255,0
6892-EZDTG,Kings Beach,Female,No,Yes,No,4,Month-to-month,Electronic check,91.65,365.4,Yes,90,Extra data charges,1,91.35,2,1,47.825,366.6,0
9725-SCPZG,South Lake Tahoe,Male,No,No,No,1,Month-to-month,Electronic check,90.85,90.85,Yes,80,Price too high,1,90.85,2,1,45.925,90.85,0
5884-GCYMI,Truckee,Male,No,No,No,1,Month-to-month,Mailed check,69.4,69.4,Yes,84,Product dissatisfaction,1,69.4,2,0,35.2,69.4,0
3217-FZDMN,Los Angeles,Female,Yes,No,No,8,Month-to-month,Credit card (automatic),94.45,742.95,Yes,83,Service dissatisfaction,1,92.86875,2,0,51.225,755.6,0
7853-GVUDZ,Los Angeles,Female,No,Yes,Yes,1,Month-to-month,Credit card (automatic),20.15,20.15,Yes,70,Lack of self-service on Website,1,20.15,2,0,10.575,20.15,0
7480-QNVZJ,Los Angeles,Male,Yes,No,No,50,Month-to-month,Electronic check,95.7,4816.7,Yes,73,Network reliability,1,96.334,2,1,72.85,4785,1
3943-KDREE,Los Angeles,Female,No,No,No,26,Month-to-month,Bank transfer (automatic),74.95,1834.95,Yes,76,Don't know,1,70.575,2,0,50.475,1948.7,0
9239-ZBZZV,Los Angeles,Female,No,No,No,6,Month-to-month,Electronic check,47.95,305.1,Yes,80,Competitor had better devices,1,50.85,2,1,26.975,287.70000000000005,0
4398-HSCJH,Los Angeles,Female,No,No,No,3,Month-to-month,Electronic check,63.6,155.65,Yes,70,Competitor offered higher download speeds,1,51.88333333333333,2,1,33.3,190.8,0
4430-UZIPO,Los Angeles,Male,No,No,No,3,Month-to-month,Mailed check,36.85,108.7,Yes,91,Competitor offered more data,1,36.233333333333334,2,0,19.925,110.55000000000001,0
4855-SNKMY,Los Angeles,Female,No,No,No,1,Month-to-month,Electronic check,44.1,44.1,Yes,70,Competitor made better offer,1,44.1,2,1,22.55,44.1,0
6804-GDMOI,Brea,Female,No,No,No,61,Two year,Electronic check,106.6,6428.4,Yes,68,Competitor offered more data,1,105.38360655737705,0,1,83.8,6502.599999999999,1
8008-HAWED,Los Angeles,Male,No,No,No,14,Month-to-month,Electronic check,50.75,712.75,Yes,82,Competitor had better devices,1,50.910714285714285,2,1,32.375,710.5,0
7124-UGSUR,Los Angeles,Female,Yes,Yes,No,61,One year,Credit card (automatic),104.4,6405,Yes,84,Competitor had better devices,1,105,1,0,82.7,6368.400000000001,1
1862-SKORY,Los Angeles,Female,Yes,Yes,No,40,Month-to-month,Electronic check,39.3,1637.4,Yes,99,Competitor offered higher download speeds,1,40.935,2,1,39.65,1572,0
1502-XFCVR,Los Angeles,Female,No,No,No,58,One year,Electronic check,106.45,6145.85,Yes,82,Competitor offered higher download speeds,1,105.96293103448276,1,1,82.225,6174.1,1
9692-TUSXH,Los Angeles,Female,No,No,No,18,Month-to-month,Electronic check,96.05,1740.7,Yes,97,Competitor offered higher download speeds,1,96.70555555555556,2,1,57.025,1728.8999999999999,0
7912-SYRQT,Los Angeles,Female,No,No,No,7,Month-to-month,Bank transfer (automatic),75.1,552.95,Yes,96,Competitor offered more data,1,78.99285714285715,2,0,41.05,525.6999999999999,0
4816-JBHOV,Los Angeles,Male,Yes,No,No,2,Month-to-month,Electronic check,44.7,93.7,Yes,98,Competitor offered more data,1,46.85,2,1,23.35,89.4,0
8292-TYSPY,Los Angeles,Male,No,No,No,19,Month-to-month,Credit card (automatic),55,1046.5,Yes,73,Competitor offered more data,1,55.078947368421055,2,0,37,1045,0
1867-BDVFH,Los Angeles,Male,No,Yes,No,11,Month-to-month,Electronic check,74.35,834.2,Yes,80,Competitor made better offer,1,75.83636363636364,2,1,42.675,817.8499999999999,0
2359-QWQUL,Los Angeles,Female,No,Yes,No,39,One year,Credit card (automatic),104.7,4134.85,Yes,68,Competitor made better offer,1,106.02179487179488,1,0,71.85,4083.3,1
9103-TCIHJ,Los Angeles,Female,No,No,No,15,Month-to-month,Mailed check,55.7,899.8,Yes,73,Price too high,1,59.986666666666665,2,0,35.35,835.5,0
4140-WJAWW,Los Angeles,Female,No,No,No,5,Month-to-month,Credit card (automatic),19.85,108.05,Yes,99,Product dissatisfaction,1,21.61,2,0,12.425,99.25,0
6653-CBBOM,Compton,Female,No,No,No,1,Month-to-month,Electronic check,70.3,70.3,Yes,88,Service dissatisfaction,1,70.3,2,1,35.65,70.3,0
3247-ZVOUO,Downey,Male,Yes,Yes,No,10,Month-to-month,Electronic check,85.55,851.75,Yes,81,Lack of self-service on Website,1,85.175,2,1,47.775,855.5,0
6101-IMRMM,El Segundo,Male,No,No,No,6,Month-to-month,Mailed check,94.5,575.45,Yes,100,Network reliability,1,95.90833333333335,2,0,50.25,567,0
1268-ASBGA,Huntington Park,Female,Yes,Yes,No,16,Month-to-month,Credit card (automatic),85.35,1375.15,Yes,66,Limited range of services,1,85.946875,2,0,50.675,1365.6,0
8943-URTMR,Lawndale,Female,No,No,No,2,Month-to-month,Mailed check,79.65,152.7,Yes,100,Lack of affordable download/upload speed,1,76.35,2,0,40.825,159.3,0
4713-LZDRV,Malibu,Female,Yes,No,No,2,Month-to-month,Electronic check,79.6,195.05,Yes,94,Long distance charges,1,97.525,2,1,40.8,159.2,0
4325-NFSKC,Pacific Palisades,Male,Yes,No,No,19,Month-to-month,Electronic check,90.6,1660,Yes,87,Extra data charges,1,87.36842105263158,2,1,54.8,1721.3999999999999,0
2955-PSXOE,Topanga,Female,No,No,No,1,Month-to-month,Bank transfer (automatic),20.2,20.2,Yes,98,Price too high,1,20.2,2,0,10.6,20.2,0
7762-URZQH,Venice,Male,No,Yes,No,66,Two year,Credit card (automatic),106.05,6981.35,Yes,83,Product dissatisfaction,1,105.7780303030303,0,0,86.025,6999.3,1
6907-NZZIJ,Santa Monica,Female,No,No,No,36,Month-to-month,Electronic check,99.15,3615.6,Yes,75,Service dissatisfaction,1,100.43333333333334,2,1,67.575,3569.4,1
2911-UREFD,Santa Monica,Female,No,Yes,No,39,Month-to-month,Electronic check,55.9,2184.35,Yes,67,Lack of self-service on Website,1,56.008974358974356,2,1,47.45,2180.1,1
3744-ZRRDZ,Torrance,Male,No,No,No,21,Month-to-month,Electronic check,82.35,1852.85,Yes,90,Network reliability,1,88.23095238095237,2,1,51.675,1729.35,0
5673-TIYIB,Torrance,Male,No,No,No,2,Month-to-month,Credit card (automatic),40.4,77.15,Yes,86,Don't know,1,38.575,2,0,21.2,80.8,0
1602-IJQQE,Whittier,Female,No,No,No,4,Month-to-month,Electronic check,75.35,338.1,Yes,92,Attitude of service provider,1,84.525,2,1,39.675,301.4,0
4628-WQCQQ,Whittier,Male,No,No,No,35,One year,Electronic check,85.15,3030.6,Yes,81,Attitude of support person,1,86.58857142857143,1,1,60.075,2980.25,1
1644-IRKSF,La Palma,Female,No,Yes,No,33,One year,Electronic check,93.8,3124.5,Yes,76,Attitude of support person,1,94.68181818181819,1,1,63.4,3095.4,1
3705-PSNGL,Cerritos,Male,No,No,No,45,One year,Electronic check,20.4,930.45,Yes,87,Attitude of support person,1,20.67666666666667,1,1,32.7,917.9999999999999,0
6502-HCJTI,Lakewood,Male,Yes,Yes,No,7,Month-to-month,Credit card (automatic),94.7,673.1,Yes,75,Attitude of service provider,1,96.15714285714286,2,0,50.85,662.9,0
2606-RMDHZ,Lakewood,Male,No,No,No,6,Month-to-month,Credit card (automatic),30.5,208.7,Yes,93,Attitude of service provider,1,34.78333333333333,2,0,18.25,183,0
8258-GSTJK,San Pedro,Male,Yes,No,No,3,Month-to-month,Electronic check,77,237.75,Yes,96,Attitude of service provider,1,79.25,2,1,40,231,0
6861-OKBCE,Seal Beach,Female,No,No,Yes,11,Month-to-month,Credit card (automatic),20.1,221.35,Yes,95,Attitude of support person,1,20.12272727272727,2,0,15.55,221.10000000000002,0
9940-RHLFB,Sunset Beach,Female,No,No,No,1,Month-to-month,Electronic check,75.3,75.3,Yes,66,Competitor made better offer,1,75.3,2,1,38.15,75.3,0
2995-UPRYS,Long Beach,Female,Yes,Yes,No,40,One year,Credit card (automatic),99.2,4062.2,Yes,69,Moved,1,101.55499999999999,1,0,69.6,3968,1
6686-YPGHK,Long Beach,Male,Yes,No,No,47,Month-to-month,Mailed check,85.5,4042.3,Yes,68,Moved,1,86.00638297872341,2,0,66.25,4018.5,1
1383-EZRWL,Long Beach,Female,No,No,No,7,Month-to-month,Mailed check,20.05,164.85,Yes,89,Moved,1,23.55,2,0,13.525,140.35,0
4759-TRPLW,Long Beach,Male,No,No,No,1,Month-to-month,Electronic check,70.4,70.4,Yes,70,Competitor had better devices,1,70.4,2,1,35.7,70.4,0
8563-IIOXK,Duarte,Male,No,Yes,No,7,One year,Electronic check,49.75,331.3,Yes,75,Competitor offered higher download speeds,1,47.32857142857143,1,1,28.375,348.25,0
8020-BWHYL,Montrose,Female,Yes,No,No,15,Month-to-month,Credit card (automatic),75.3,1147.45,Yes,99,Competitor offered more data,1,76.49666666666667,2,0,45.15,1129.5,0
2982-VPSGI,South Pasadena,Female,No,Yes,No,11,Month-to-month,Electronic check,94,1078.9,Yes,67,Competitor made better offer,1,98.08181818181819,2,1,52.5,1034,0
8199-ZLLSA,Tujunga,Male,No,No,No,67,One year,Bank transfer (automatic),118.35,7804.15,Yes,91,Competitor had better devices,1,116.47985074626865,1,0,92.675,7929.45,1
4625-EWPTF,Pasadena,Male,No,No,No,8,Month-to-month,Electronic check,30.45,226.45,Yes,94,Competitor had better devices,1,28.30625,2,1,19.225,243.6,0
5980-NOPLP,Pasadena,Female,No,Yes,No,44,Month-to-month,Electronic check,96.1,4364.1,Yes,87,Competitor offered higher download speeds,1,99.18409090909091,2,1,70.05,4228.4,1
6892-XPFPU,Pasadena,Male,Yes,Yes,No,24,Month-to-month,Electronic check,104.25,2433.9,Yes,80,Competitor offered higher download speeds,1,101.41250000000001,2,1,64.125,2502,1
8010-EZLOU,San Marino,Male,Yes,No,No,15,Month-to-month,Electronic check,80.2,1217.25,Yes,76,Competitor offered higher download speeds,1,81.15,2,1,47.6,1203,0
9874-QLCLH,Northridge,Female,No,Yes,No,17,Month-to-month,Electronic check,104.2,1743.5,Yes,79,Competitor offered more data,1,102.55882352941177,2,1,60.6,1771.4,0
8062-YBDOE,Canyon Country,Male,Yes,No,No,1,Month-to-month,Electronic check,69.65,69.65,Yes,78,Don't know,1,69.65,2,1,35.325,69.65,0
6000-APYLU,Valencia,Male,No,No,No,9,Month-to-month,Electronic check,80.8,713.1,Yes,90,Competitor offered more data,1,79.23333333333333,2,1,44.9,727.1999999999999,0
0947-IDHRQ,Woodland Hills,Female,No,No,No,7,Month-to-month,Mailed check,80.3,526.7,Yes,75,Competitor made better offer,1,75.24285714285715,2,0,43.65,562.1,0
3672-YITQD,Castaic,Male,Yes,Yes,No,36,Month-to-month,Electronic check,84.1,3021.6,Yes,79,Competitor made better offer,1,83.93333333333334,2,1,60.05,3027.6,1
9048-JVYVF,Panorama City,Male,No,No,No,3,Month-to-month,Electronic check,69.35,191.35,Yes,98,Price too high,1,63.78333333333333,2,1,36.175,208.04999999999998,0
8988-ECPJR,Van Nuys,Female,Yes,Yes,No,34,Month-to-month,Mailed check,79.6,2718.3,Yes,66,Product dissatisfaction,1,79.95,2,0,56.8,2706.3999999999996,1
3776-EKTKM,Burbank,Female,Yes,No,No,1,Month-to-month,Electronic check,36.45,36.45,Yes,96,Service dissatisfaction,1,36.45,2,1,18.725,36.45,0
1902-XBTFB,North Hollywood,Male,No,No,No,22,Month-to-month,Electronic check,89.4,2001.5,Yes,99,Lack of self-service on Website,1,90.97727272727273,2,1,55.7,1966.8000000000002,0
9381-NDKME,El Monte,Female,Yes,Yes,No,24,Month-to-month,Credit card (automatic),40.65,933.3,Yes,85,Limited range of services,1,38.887499999999996,2,0,32.325,975.5999999999999,0
2794-XIMMO,Rancho Cucamonga,Male,No,Yes,No,53,One year,Electronic check,60.45,3184.25,Yes,98,Lack of affordable download/upload speed,1,60.08018867924528,1,1,56.725,3203.8500000000004,1
8382-SHQEH,Rancho Cucamonga,Female,No,Yes,No,8,Month-to-month,Electronic check,84.9,764.95,Yes,85,Long distance charges,1,95.61875,2,1,46.45,679.2,0
2983-ZANRP,La Puente,Female,No,Yes,No,2,Month-to-month,Bank transfer (automatic),73.55,145.4,Yes,97,Extra data charges,1,72.7,2,0,37.775,147.1,0
7845-URHJN,Hacienda Heights,Female,No,Yes,No,8,Month-to-month,Bank transfer (automatic),20.15,156.25,Yes,98,Price too high,1,19.53125,2,0,14.075,161.2,0
3034-ZBEQN,La Puente,Female,No,Yes,No,48,One year,Mailed check,34.7,1604.5,Yes,90,Product dissatisfaction,1,33.427083333333336,1,0,41.35,1665.6000000000001,0
8327-LZKAS,Pomona,Female,Yes,Yes,No,43,One year,Electronic check,107.55,4533.9,Yes,93,Service dissatisfaction,1,105.43953488372092,1,1,75.275,4624.65,1
1075-BGWOH,Rosemead,Male,Yes,Yes,No,16,Month-to-month,Electronic check,98.75,1587.55,Yes,87,Lack of self-service on Website,1,99.221875,2,1,57.375,1580,0
0302-JOIVN,San Gabriel,Female,No,Yes,No,8,Month-to-month,Electronic check,101.15,842.9,Yes,76,Network reliability,1,105.3625,2,1,54.575,809.2,0
5366-IJEQJ,Alhambra,Male,No,No,No,20,Month-to-month,Electronic check,88.7,1761.45,Yes,86,Don't know,1,88.0725,2,1,54.35,1774,0
1981-INRFU,Boulevard,Female,No,No,No,2,Month-to-month,Electronic check,79.75,164.5,Yes,98,Don't know,1,82.25,2,1,40.875,159.5,0
4971-PUYQO,Campo,Female,No,No,No,27,Month-to-month,Mailed check,94.55,2724.6,Yes,89,Don't know,1,100.91111111111111,2,0,60.775,2552.85,1
8485-GJCDN,Chula Vista,Female,Yes,No,No,5,Month-to-month,Mailed check,69.05,318.5,Yes,74,Poor expertise of online support,1,63.7,2,0,37.025,345.25,0
1527-SXDPN,Imperial Beach,Male,No,Yes,No,52,Two year,Bank transfer (automatic),96.25,4990.25,Yes,97,Poor expertise of phone support,1,95.96634615384616,0,0,74.125,5005,1
6029-WTIPC,Jacumba,Male,Yes,No,No,37,Month-to-month,Electronic check,101.1,3744.05,Yes,87,Competitor had better devices,1,101.19054054054054,2,1,69.05,3740.7,1
8634-CILSZ,Jamul,Male,No,No,No,69,One year,Bank transfer (automatic),104.7,7220.35,Yes,71,Competitor offered higher download speeds,1,104.64275362318841,1,0,86.85,7224.3,1
6682-QJDGB,Borrego Springs,Male,No,No,Yes,40,Month-to-month,Mailed check,55.25,2139.2,Yes,65,Competitor offered more data,1,53.48,2,0,47.625,2210,1
8780-IXSTS,Carlsbad,Female,No,No,No,6,Month-to-month,Electronic check,90.1,521.3,Yes,71,Competitor made better offer,1,86.88333333333333,2,1,48.05,540.5999999999999,0
9530-EHPOH,El Cajon,Male,No,No,No,11,Month-to-month,Electronic check,53.75,608,Yes,99,Competitor had better devices,1,55.27272727272727,2,1,32.375,591.25,0
0345-HKJVM,El Cajon,Female,No,No,No,6,Month-to-month,Electronic check,89.3,577.6,Yes,100,Don't know,1,96.26666666666667,2,1,47.65,535.8,0
9947-OTFQU,Covina,Male,Yes,No,No,15,Month-to-month,Electronic check,74.4,1074.3,Yes,86,Service dissatisfaction,1,71.61999999999999,2,1,44.7,1116,0
3049-SOLAY,Fallbrook,Female,No,Yes,No,3,Month-to-month,Electronic check,95.2,292.85,Yes,86,Competitor offered higher download speeds,1,97.61666666666667,2,1,49.1,285.6,0
3317-HRTNN,Julian,Female,Yes,No,No,5,Month-to-month,Electronic check,45.7,198,Yes,73,Competitor offered higher download speeds,1,39.6,2,1,25.35,228.5,0
3235-ETOOB,Lakeside,Male,No,Yes,No,8,Month-to-month,Electronic check,74.5,609.9,Yes,88,Competitor offered higher download speeds,1,76.2375,2,1,41.25,596,0
8058-INTPH,Oceanside,Female,No,No,No,1,Month-to-month,Electronic check,79.65,79.65,Yes,71,Competitor offered more data,1,79.65,2,1,40.325,79.65,0
5569-OUICF,Santee,Female,Yes,Yes,No,28,Month-to-month,Credit card (automatic),101.3,2812.2,Yes,68,Competitor offered more data,1,100.43571428571428,2,0,64.65,2836.4,1
8821-XNHVZ,Solana Beach,Female,No,Yes,No,1,Month-to-month,Mailed check,80.05,80.05,Yes,82,Competitor offered more data,1,80.05,2,0,40.525,80.05,0
2082-OJVTK,San Marcos,Male,No,Yes,No,29,Month-to-month,Electronic check,89.2,2698.35,Yes,91,Competitor made better offer,1,93.04655172413793,2,1,59.1,2586.8,1
5940-NFXKV,Rancho Santa Fe,Male,No,Yes,No,19,Month-to-month,Electronic check,83.65,1465.75,Yes,88,Competitor made better offer,1,77.14473684210526,2,1,51.325,1589.3500000000001,0
